Date,Close,Open,High,Low,Volume
2023-10-04,205.3385,206.0062,206.105,204.7639,87221001
2023-10-05,202.3963,207.0104,207.4697,200.7705,103560760
2023-10-06,200.9583,202.0126,204.2116,200.8048,84603398
2023-10-09,197.5886,200.7537,202.8557,194.7809,132620796
2023-10-10,203.6488,197.0139,208.5682,196.8869,124984753
2023-10-11,204.0009,202.6155,204.301,201.2652,119198496
2023-10-12,202.1045,203.3386,206.2676,200.6245,57834112
2023-10-13,202.9958,200.8677,205.0078,199.9846,77006699
2023-10-16,202.8973,203.0304,203.3709,202.7078,121908276
2023-10-17,202.4683,202.1162,203.2646,201.0885,133199163
2023-10-18,204.5765,202.705,205.8974,199.8852,77534241
2023-10-19,207.1465,202.985,208.7598,202.4633,79361667
2023-10-20,205.7467,207.4892,208.2799,202.7304,117068816
2023-10-23,204.2165,206.6042,207.4397,202.8864,141615658
2023-10-24,203.619,202.1807,205.3461,201.401,95949429
2023-10-25,196.8326,203.9999,208.5036,196.252,140693120
2023-10-26,192.5953,198.0409,198.6626,191.9885,96016582
2023-10-27,196.7752,191.4304,197.5764,188.4783,56355421
2023-10-30,201.8666,198.4208,201.9079,197.9781,135449905
2023-10-31,201.3548,202.2896,205.1525,199.9934,70805820
2023-11-01,203.3378,200.645,204.4679,200.5665,112198050
2023-11-02,204.5311,203.2811,205.2008,200.9959,147615367
2023-11-03,214.2225,205.1021,215.1207,205.0161,57433980
2023-11-06,218.0771,214.3039,218.3429,211.3823,68301847
2023-11-07,217.9204,218.6646,220.1033,215.7466,143466578
2023-11-08,215.0584,216.9172,218.8626,214.9517,111065507
2023-11-09,210.1343,215.2405,215.2409,208.5348,88778801
2023-11-10,211.0278,208.6489,211.0435,208.0372,122070778
2023-11-13,208.8868,210.9104,211.4637,206.0395,145098666
2023-11-14,204.6811,207.9428,208.2009,203.1674,64390554
2023-11-15,202.9416,203.9284,205.2745,200.4042,57595853
2023-11-16,199.8928,204.1959,205.6124,199.4547,141537041
2023-11-17,205.1914,200.9835,206.2717,200.5922,118015259
2023-11-20,208.1512,205.8163,208.657,205.3227,114750075
2023-11-21,208.3761,207.0144,210.6197,203.8609,66188828
2023-11-22,213.2519,208.0464,214.6496,205.3402,129325711
2023-11-23,213.7553,214.5454,215.3628,209.9611,58288515
2023-11-24,211.2502,213.9068,215.4031,210.9815,138691108
2023-11-27,216.3301,213.7,216.7845,213.1946,127805072
2023-11-28,218.3385,216.7556,218.6766,214.1257,58884527
2023-11-29,215.2034,218.5481,220.0358,212.6607,78447661
2023-11-30,214.8472,214.8708,215.1069,212.8401,72048729
2023-12-01,212.2832,214.9907,215.6623,211.9151,55005231
2023-12-04,208.0923,212.1214,212.2965,206.2656,60698216
2023-12-05,211.1914,208.8291,211.6397,207.8453,118456067
2023-12-06,217.4513,212.2016,218.4651,210.7802,106998429
2023-12-07,213.107,216.5968,220.8227,212.0706,125964061
2023-12-08,215.1197,211.6885,215.3508,210.7755,60781973
2023-12-11,213.2353,213.1447,215.6623,212.2098,84741450
2023-12-12,211.8905,213.7769,215.3609,210.4779,93635777
2023-12-13,210.2195,210.7215,212.3489,208.3614,71874795
2023-12-14,207.7053,207.9566,210.0131,207.3388,90966411
2023-12-15,208.0642,208.1089,208.2565,206.0369,119376221
2023-12-18,205.6789,210.6577,210.9902,204.8345,118908835
2023-12-19,206.719,205.6726,207.7404,204.4914,59532945
2023-12-20,206.7699,207.5856,208.1105,206.3886,83059070
2023-12-21,206.2356,206.8545,207.8735,204.2892,64517702
2023-12-22,203.6342,206.1336,208.1189,203.318,145525116
2023-12-25,202.0761,204.57,204.7982,201.2173,95525374
2023-12-26,204.5679,201.7828,205.3046,201.0017,50573881
2023-12-27,206.3095,204.8414,206.3104,203.035,131602393
2023-12-28,203.4907,206.6414,207.6352,202.3815,59407062
2023-12-29,203.9973,202.8109,206.3537,202.1479,106628313
2024-01-01,206.5006,205.0092,210.2939,204.5044,139779948
2024-01-02,201.5361,206.3199,207.2286,200.184,132188677
2024-01-03,203.3802,200.7745,205.3663,199.3503,64242373
2024-01-04,201.5621,203.9258,204.7548,200.6997,91163819
2024-01-05,203.4888,200.6566,203.7294,198.6838,88807239
2024-01-08,201.3626,203.5175,204.2555,200.336,137764631
2024-01-09,196.1124,201.3534,203.6931,195.3933,53301394
2024-01-10,191.5208,197.1772,197.6926,188.3231,119936228
2024-01-11,191.8505,191.9754,192.4369,190.9532,120463377
2024-01-12,192.7898,191.8265,193.7494,191.7788,127933150
2024-01-15,190.3674,193.578,195.3417,188.982,95069853
2024-01-16,192.3813,191.6906,193.9805,190.2545,118722424
2024-01-17,187.779,192.9178,193.0348,186.7758,136179753
2024-01-18,187.7806,187.7887,188.796,187.3417,103807136
2024-01-19,184.5573,186.5489,188.1486,184.2807,70080139
2024-01-22,182.9374,183.5745,185.8563,179.6617,105975541
2024-01-23,183.2504,182.6582,184.4494,179.5593,144773402
2024-01-24,181.0686,182.6919,183.242,180.1895,109147144
2024-01-25,180.2052,180.8993,182.2047,179.5453,105436107
2024-01-26,183.1054,180.2562,184.3794,176.2942,58103670
2024-01-29,181.7041,183.5904,185.2433,180.9776,84104860
2024-01-30,184.1635,181.64,185.9159,180.8753,68866922
2024-01-31,181.2269,184.6115,187.0375,179.2141,80836413
2024-02-01,182.8484,181.2853,184.1658,180.7269,83467508
2024-02-02,186.985,181.0423,187.94,180.4876,60117390
2024-02-05,180.2396,186.1068,186.5961,180.0359,121414529
2024-02-06,178.2654,180.1098,180.9789,175.2269,131417907
2024-02-07,179.9867,177.1871,180.7702,176.0982,75562996
2024-02-08,179.6185,180.5266,180.7617,179.309,147534123
2024-02-09,180.7981,180.9933,181.0525,180.063,59003281
2024-02-12,179.3409,181.8999,183.3582,173.7078,74529154
2024-02-13,179.7532,179.1495,180.8185,176.1626,57660678
2024-02-14,179.5132,181.093,181.8365,177.0363,143765329
2024-02-15,182.8372,179.6466,183.1716,179.2335,85284715
2024-02-16,183.7178,182.529,185.1792,182.1095,59142693
2024-02-19,184.8319,183.1543,188.6207,183.0876,71807008
2024-02-20,183.8748,184.5523,184.8344,183.2507,148236779
2024-02-21,182.7138,183.5179,187.06,181.8808,123498554
2024-02-22,181.711,182.8695,184.0173,181.232,90320606
2024-02-23,182.9678,181.8569,182.996,179.6496,84306425
2024-02-26,181.9954,182.9706,183.3554,180.9026,65678986
2024-02-27,182.9685,182.393,183.0013,181.7857,109445827
2024-02-28,188.8474,184.0577,189.674,182.3937,101159930
2024-02-29,191.5039,189.744,193.313,189.0609,112155971
2024-03-01,190.7589,190.0821,192.4594,188.1704,90170352
2024-03-04,194.3868,188.323,195.4993,187.5164,65234145
2024-03-05,193.3913,195.2949,196.4169,192.8367,129600220
2024-03-06,187.6724,192.0696,192.7433,186.5749,74090583
2024-03-07,185.0222,187.4615,187.4909,183.9003,107691307
2024-03-08,180.0151,183.9397,184.9298,179.0279,77740293
2024-03-11,179.246,178.3932,180.0946,175.755,63552664
2024-03-12,179.4748,179.7313,180.2403,179.2227,83872374
2024-03-13,184.1674,180.156,185.0125,179.1923,70671672
2024-03-14,185.2547,183.6365,185.4057,183.4925,112565460
2024-03-15,184.8311,182.8547,187.1216,180.959,83891894
2024-03-18,187.3155,184.3263,189.1723,183.2663,137814287
2024-03-19,181.2901,187.6824,189.8858,180.2096,146819038
2024-03-20,182.1121,179.9495,182.3521,179.6692,92364813
2024-03-21,184.4,182.279,184.475,182.1854,85985062
2024-03-22,180.4946,184.3858,184.6415,180.3621,98702875
2024-03-25,183.7717,181.0174,184.1304,180.6521,88117599
2024-03-26,184.8886,183.8816,185.2187,183.7106,57463131
2024-03-27,183.9217,183.989,186.182,183.6058,111550770
2024-03-28,185.8514,185.0221,188.2316,182.6862,52795126
2024-03-29,192.3674,185.7041,193.6424,184.24,91169328
2024-04-01,193.0845,192.3411,193.244,191.0037,89117064
2024-04-02,193.9965,192.1835,196.5467,191.4832,140284985
2024-04-03,192.8538,193.5666,193.8389,191.4819,80535317
2024-04-04,190.5882,192.0006,194.5527,189.1317,103059012
2024-04-05,193.1526,190.4234,193.1849,189.0889,95566678
2024-04-08,190.8654,194.8057,195.1652,188.6168,77883716
2024-04-09,191.2612,189.5562,193.1894,188.6403,108807849
2024-04-10,190.0821,189.7181,191.0194,189.3697,59079860
2024-04-11,191.6379,191.4803,192.2131,188.9689,84456905
2024-04-12,192.7886,191.4373,193.2787,190.8362,100457850
2024-04-15,195.9818,192.1437,197.9912,190.6118,94117798
2024-04-16,194.6785,197.0008,197.8798,193.952,125616014
2024-04-17,194.0851,194.089,195.8148,193.0906,51417158
2024-04-18,191.4297,195.8571,196.2433,191.138,68613148
2024-04-19,190.3454,192.0786,192.8442,189.8519,103004410
2024-04-22,191.613,189.881,193.3607,188.1376,80566254
2024-04-23,193.9803,193.6798,196.4331,193.5478,127141378
2024-04-24,191.4911,193.3928,194.9633,186.9089,113539547
2024-04-25,194.1804,192.2016,195.44,191.9142,100281422
2024-04-26,198.3232,194.471,200.3184,191.9343,68292770
2024-04-29,199.7514,199.614,200.1254,197.6881,135470725
2024-04-30,205.5745,201.311,206.3415,200.059,93390347
2024-05-01,203.394,205.6074,207.2314,202.6347,147897070
2024-05-02,199.8001,202.6278,202.7509,197.3689,97484197
2024-05-03,194.6691,200.2596,200.772,193.1913,100283084
2024-05-06,199.2322,194.0094,199.4741,191.2974,114060764
2024-05-07,201.387,201.2379,202.7325,199.7372,112467218
2024-05-08,201.4205,201.5245,204.8933,201.0393,86785218
2024-05-09,202.4678,201.0526,205.0718,199.226,83432455
2024-05-10,199.2521,202.6548,202.9543,197.4887,138562183
2024-05-13,206.7612,197.9101,210.1084,196.6046,78616825
2024-05-14,207.3687,205.7568,207.38,204.755,137302483
2024-05-15,207.9164,208.6134,208.9305,207.0365,74416430
2024-05-16,210.3878,207.2335,210.9894,205.4819,74467331
2024-05-17,212.1161,209.2865,212.4223,207.2387,81499954
2024-05-20,213.0406,212.6853,215.3804,212.2449,87175852
2024-05-21,210.7276,214.3036,218.0957,210.1333,144663815
2024-05-22,212.4286,211.4851,215.0346,210.5202,98815958
2024-05-23,218.638,213.4865,221.1286,210.3771,137829519
2024-05-24,223.269,217.8106,223.7453,217.3401,65111500
2024-05-27,228.8279,221.6818,229.6137,218.2905,63028847
2024-05-28,227.302,230.5456,231.6312,227.1772,111597704
2024-05-29,224.1552,226.9353,229.8367,221.7015,84806093
2024-05-30,223.9565,223.8741,224.7845,220.3149,145739212
2024-05-31,224.3676,225.4438,229.0947,222.7318,135000180
2024-06-03,228.2745,224.9916,230.7639,224.8013,124925048
2024-06-04,222.7076,228.7948,229.1421,220.4561,98503110
2024-06-05,228.0399,225.1184,229.2476,223.5942,68286606
2024-06-06,227.7275,227.3062,228.5034,226.3179,105043685
2024-06-07,226.497,228.784,228.819,226.135,92258657
2024-06-10,223.2849,226.5616,227.7243,222.8133,93036055
2024-06-11,217.9657,223.5848,224.4574,215.747,138356836
2024-06-12,220.875,219.6314,224.0632,218.3444,108811819
2024-06-13,221.3388,221.4358,221.774,220.8275,111569024
2024-06-14,217.2773,221.9345,223.2124,214.4008,126843273
2024-06-17,213.2737,218.4425,220.7025,211.6357,86382186
2024-06-18,212.4128,212.8845,214.5134,212.2043,122062663
2024-06-19,217.943,211.5215,218.7667,211.3635,115981367
2024-06-20,217.3123,216.8045,219.8925,214.8442,110411248
2024-06-21,212.6299,215.1758,215.7879,208.5275,113082456
2024-06-24,212.0587,214.8159,215.3539,209.4862,108570763
2024-06-25,211.4033,210.889,211.4045,209.8731,115633624
2024-06-26,203.0627,211.1694,213.2818,202.9457,58351184
2024-06-27,203.1004,202.7817,204.0826,202.4374,115431227
2024-06-28,202.6,203.4126,204.8484,201.0571,79025773
2024-07-01,204.9183,203.4263,205.6595,203.3002,129721839
2024-07-02,210.8065,205.8,211.5992,205.3756,92197411
2024-07-03,214.5796,210.1919,215.036,208.1039,111803384
2024-07-04,213.9287,214.4003,215.1494,213.3568,139143466
2024-07-05,210.5919,214.231,214.3443,210.3303,63856901
2024-07-08,218.9314,210.33,222.609,207.1199,93105220
2024-07-09,219.3448,220.6909,221.127,217.8351,99309098
2024-07-10,219.61,219.8833,220.5136,218.8833,117529752
2024-07-11,219.7501,220.4169,221.5588,216.4316,125404817
2024-07-12,220.6228,220.4785,221.9363,219.4968,143637821
2024-07-15,220.3657,221.9173,222.239,218.0114,80663820
2024-07-16,218.6898,220.5652,221.711,217.8395,69973915
2024-07-17,217.1146,217.2718,219.5685,214.4271,111237905
2024-07-18,217.2251,217.5485,220.0192,215.3436,119319994
2024-07-19,215.6716,216.5176,217.5577,214.8588,67984955
2024-07-22,213.5812,215.1016,218.3136,213.4212,108508606
2024-07-23,214.1358,214.2074,215.9339,211.8646,110921272
2024-07-24,213.5309,215.4616,216.6416,211.3321,122239282
2024-07-25,218.5617,213.5536,219.9441,211.1667,130086071
2024-07-26,210.0892,218.8992,222.3492,209.1084,69494042
2024-07-29,213.739,211.8773,215.2653,210.1172,118597407
2024-07-30,217.9478,213.9963,220.0596,211.3952,139739374
2024-07-31,211.3874,220.783,222.0737,206.5979,81905928
2024-08-01,210.5122,211.9851,212.0093,209.7524,89483623
2024-08-02,209.5498,208.6589,211.149,207.7379,123525979
2024-08-05,205.3352,210.3391,211.024,203.3635,148232800
2024-08-06,203.1448,205.7265,206.8561,202.3921,145427651
2024-08-07,199.9639,204.4549,204.6281,199.3057,139473837
2024-08-08,205.4197,200.6369,206.3801,198.7848,134997368
2024-08-09,208.5082,205.2775,211.805,202.207,70075489
2024-08-12,212.6937,207.2318,215.3553,206.5877,93714543
2024-08-13,215.2088,212.4714,217.9931,212.1477,132551106
2024-08-14,211.7793,214.2936,214.4725,211.0182,74093575
2024-08-15,210.3248,211.1645,212.6829,209.467,129947269
2024-08-16,212.079,210.9438,214.3361,210.8856,92547151
2024-08-19,208.4033,213.8498,214.1733,204.2547,62299695
2024-08-20,210.8406,208.8146,212.3951,207.7149,140209766
2024-08-21,210.2914,209.5799,210.5059,208.8195,127941341
2024-08-22,209.3193,210.7588,213.3068,207.6744,143022636
2024-08-23,211.7609,210.5717,214.2193,210.4724,128056716
2024-08-26,213.3838,211.1153,213.4045,210.3605,106925892
2024-08-27,212.4419,213.2409,215.3773,211.8597,63811224
2024-08-28,216.3487,212.4575,216.978,212.1677,134717715
2024-08-29,213.0567,215.4996,217.0286,211.4158,147846389
2024-08-30,215.2382,213.7473,215.9627,213.394,119853550
2024-09-02,217.3683,215.108,221.8969,214.0579,137116625
2024-09-03,216.5764,217.8243,218.171,216.3044,141464769
2024-09-04,217.8525,215.6153,218.6136,214.6036,117340278
2024-09-05,213.9819,217.376,218.079,213.5981,129948588
2024-09-06,217.1618,214.7548,219.3087,213.5271,77229553
2024-09-09,216.7767,216.757,218.6341,213.2023,133693742
2024-09-10,215.2937,218.6485,219.8383,213.2974,119510974
2024-09-11,218.8967,214.8635,220.985,214.2855,51643083
2024-09-12,216.8029,219.1426,222.2607,216.0649,93958766
2024-09-13,212.4393,217.8138,218.3708,210.4046,61791470
2024-09-16,207.6914,210.9327,211.7835,205.4124,76576632
2024-09-17,209.7871,205.8629,209.9239,204.6945,146456118
2024-09-18,205.9676,208.1868,208.7658,205.4921,55050058
2024-09-19,211.595,207.2679,212.4198,205.9683,50021650
2024-09-20,205.1987,211.0112,212.1518,202.3507,103355494
2024-09-23,210.6256,207.8234,210.6831,206.399,144147892
2024-09-24,211.5029,210.0314,213.3425,209.0979,127836661
2024-09-25,211.4076,211.6981,213.537,211.0619,99363500
2024-09-26,209.891,213.0376,214.1955,207.8724,75372075
2024-09-27,211.3575,211.9963,213.9446,210.6885,140711767
2024-09-30,211.4495,213.5361,214.6743,210.9125,74556224
2024-10-01,215.1604,212.7271,215.9566,212.1606,64701106
2024-10-02,215.7442,216.2621,219.2479,215.583,139906090
2024-10-03,216.4463,216.3834,217.6196,215.4671,90676214
2024-10-04,215.4823,217.2887,219.3644,212.8715,129567573
2024-10-07,215.5137,214.8884,217.2053,214.3355,121622071
2024-10-08,216.7242,214.632,217.5294,211.6187,126914165
2024-10-09,211.3814,216.7206,217.5217,211.3503,81239442
2024-10-10,207.3181,211.2016,212.5252,206.9445,143169489
2024-10-11,209.8368,206.8483,210.259,205.702,102056502
2024-10-14,210.5844,210.5674,211.591,208.4292,147283803
2024-10-15,210.2139,211.5903,213.998,207.3507,109103067
2024-10-16,210.4822,210.3068,213.4102,209.9664,105027643
2024-10-17,211.7901,212.0372,213.6976,209.0252,118117178
2024-10-18,210.2871,210.5811,210.7248,209.0539,136379410
2024-10-21,208.0424,210.0835,211.4419,205.0165,143992475
2024-10-22,208.8616,207.2968,210.2492,206.0113,148421626
2024-10-23,206.0053,206.9124,207.7773,205.0939,73507635
2024-10-24,207.4728,205.9201,208.1673,205.5346,147380604
2024-10-25,202.3817,207.3465,209.6715,201.9793,134597796
2024-10-28,205.7083,203.9132,206.7787,201.9547,69544473
2024-10-29,207.3723,206.3571,209.8659,206.1254,115017442
2024-10-30,208.3761,206.3104,210.1297,203.0637,114370273
2024-10-31,211.656,210.3078,213.3459,208.4282,91096674
2024-11-01,217.1553,212.9482,217.8223,212.6316,145110311
2024-11-04,220.6765,217.7873,221.1183,217.2472,124467919
2024-11-05,214.8037,220.4266,223.9458,214.7064,133800357
2024-11-06,210.8956,213.7732,219.0917,208.839,134231510
2024-11-07,209.1299,210.5031,211.5248,205.8656,75994235
2024-11-08,209.4209,210.2684,210.5765,209.1803,93883023
2024-11-11,211.2564,211.3942,212.2982,208.184,83511963
2024-11-12,209.1679,212.8865,214.3983,207.8967,132489327
2024-11-13,209.9631,208.6567,210.5017,208.499,131260962
2024-11-14,207.794,208.7877,211.7862,207.0965,140198459
2024-11-15,206.0958,207.9404,208.3231,204.6714,84401837
2024-11-18,201.9532,204.2734,205.0868,199.8861,97582023
2024-11-19,199.3584,202.2796,203.3572,197.697,60680555
2024-11-20,195.5158,199.2113,199.8832,194.603,99063350
2024-11-21,192.8493,195.0602,196.3693,192.6495,100565110
2024-11-22,196.0901,191.3116,197.0584,190.4241,89897301
2024-11-25,193.4936,196.5936,197.4717,192.3994,69763284
2024-11-26,201.3274,192.9783,203.0993,191.6574,53401447
2024-11-27,203.0185,200.1497,203.7323,197.5085,61038804
2024-11-28,203.7844,200.1029,205.0542,198.389,147851288
2024-11-29,201.3643,203.7563,204.5025,200.189,62176872
2024-12-02,203.681,203.1487,206.4095,202.5613,139401408
2024-12-03,202.126,205.3728,205.382,200.0349,95643397
2024-12-04,202.698,201.664,203.7824,200.7406,100205334
2024-12-05,210.6846,202.0877,212.5246,201.3592,142684914
2024-12-06,210.5917,211.1784,211.8324,207.4415,105701567
2024-12-09,214.4327,209.5404,215.6258,207.5929,102096342
2024-12-10,212.3853,214.7562,216.215,211.9043,114650154
2024-12-11,212.4863,213.1989,213.7003,211.9748,106803178
2024-12-12,218.3428,213.7898,218.4679,211.7212,102138902
2024-12-13,216.5078,218.2335,220.8835,215.834,110392605
2024-12-16,222.6104,216.2873,223.2462,215.8521,55002828
2024-12-17,225.1963,221.6332,226.8004,221.2887,50131562
2024-12-18,223.5215,224.2653,225.2972,222.17,76218129
2024-12-19,225.8654,223.2684,226.7701,221.3953,106235862
2024-12-20,229.3863,226.2803,229.4776,223.2836,72367456
2024-12-23,231.7552,230.4341,231.7683,229.5426,62841272
2024-12-24,226.5283,230.8245,232.0438,225.4189,98593510
2024-12-25,224.2841,228.219,229.4949,223.4027,145441814
2024-12-26,223.6756,223.98,224.7343,223.035,60782554
2024-12-27,223.6496,223.6517,224.5321,223.4002,83444652
2024-12-30,225.9554,222.814,226.9063,221.4956,75136043
2024-12-31,226.7837,223.2166,230.6904,219.807,147097169
